"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q8","Q11","Q12-16","Q13-16","Q14","Q15-16","Q16-16","Q20","Q21","Q22","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q2","Q23","Q9-1","Q9-6","Q10-1","Q10-6","Q12-7","Q13-7","Q15-7","Q16-7","Q17","Q18","Q19","Q9-16","Q10-16","Q12-10","Q12-14","Q13-10","Q13-14","Q15-10","Q16-10","Q12-11","Q12-12","Q13-11","Q13-12","Q15-11","Q15-12","Q16-11","Q16-12","Q9-12","Q9-14","Q10-12","Q10-14","Q12-1","Q12-17","Q13-1","Q13-17","Q15-14","Q16-14","Q9-8","Q10-8","Q15-4","Q16-4","Q9-7","Q9-11","Q10-7","Q10-11","Q12-2","Q13-2","Q12-6","Q13-6","Q15-1","Q15-2","Q15-5","Q15-13","Q16-1","Q16-2","Q16-5","Q16-13","Q9-2","Q9-3","Q10-2","Q10-3","Q12-3","Q12-13","Q13-3","Q13-13","Q9-13","Q10-13","Q12-8","Q13-8","Q15-8","Q16-8","Q12-9","Q13-9","Q15-9","Q16-9","Q15-6","Q16-6","Q9-10","Q10-10","Q15-15","Q16-15","Q12-4","Q13-4","Q12-15","Q13-15","Q15-3","Q16-3","Q12-5","Q13-5","Q9-5","Q10-5","Q9-9","Q10-9","Q9-15","Q10-15","Q9-4","Q10-4","Q9-17","Q10-17","Q15-17","Q16-17","label","WAVE","pulseId","surveyTime","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22","current_wave"
"DE","Cardiology","Nordrhein-Westfalen","753aeae1-98c9-40c0-892b-9309d6147d08","Completed","2020-05-07T20:19:26.402541","2020-05-07T20:14:22.442231","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","1","3","1,2,3","2","3","3","2","18","16","2","2","16","3","2","2","3","2","1,2,6","1,4,7","17,20","17,18,20","17,18,20,21","1","1","Patient was testet negative twice and is positive again. Was intubated and ventilatet for four weeks already ","2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",5.066,2,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,0
"DE","Psychiatry","Nordrhein-Westfalen","297d987f-381a-4fde-81f7-2b1fa119ffb4","Completed","2020-05-07T20:15:26.573452","2020-05-07T20:14:24.46651","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","6","3","4",,,,,,,,,,,,,,,,"2,6,7",,,,,,,"1","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.0351166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","General Practice (GP)","Baden-Württemberg","ba34c1ef-67bc-471b-bc28-fc1afee00ffc","Completed","2020-05-07T15:57:32.533612","2020-05-07T15:54:24.884625","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","5","3","1,2,3","2","3","1","1","18",,,,,,,"3","2","1","1,2,3,4,6","1,7,8","7",,,"2",,,"1","7","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",3.127483333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","General Practice (GP)","Bayern","40c9e199-e7c3-4693-be4a-3625b2793ec9","Completed","2020-05-07T15:30:45.017891","2020-05-07T15:29:57.538267","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","4","3","3",,,,,,,,,,,,,,,,"1,3,5",,,,,,,"2","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",0.7913166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Cardiology","Brandenburg","190c9763-e033-4a41-aaeb-a77e7ca5f1ff","Completed","2020-05-07T08:14:02.910116","2020-05-07T08:12:37.069711","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","1","3","1","3",,,,,,,,,,,"2","2",,,"1,2,6",,,,,,,"2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.4306833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Plastic & Reconstructive Surgery","Bayern","284177d0-dbb8-4cb3-88b1-c158d199cf50","Completed","2020-05-06T21:00:54.28343","2020-05-06T20:59:08.958209","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","1","3","1","6",,,,,,,,,,,"6","6",,,"1,5,7",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.7554166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Internal Medicine","Baden-Württemberg","f7c9951b-08d4-4516-85db-d1c26cdda982","Completed","2020-05-06T18:37:37.561901","2020-05-06T18:35:57.081449","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","4","4","1","2",,,,,,,,,,,"5","1",,,"1,2,5",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.6746666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Plastic & Reconstructive Surgery","Nordrhein-Westfalen","c11a7064-fb61-4e95-a59f-5d66abf24f37","Completed","2020-05-06T16:43:42.139783","2020-05-06T16:39:50.414416","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","2","2","2",,"4","1","1","1,6",,,,,,,,,"1","1,2,3,4,6","1,3,4","2,17,18",,,"2",,,"2","0","21","1","3","2","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",3.862083333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","Dermatology","Rheinland-Pfalz","53b8dff6-ee44-4eeb-ba5c-4548d1bc82d5","Completed","2020-05-06T11:33:36.830868","2020-05-06T11:31:51.288071","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","3","3","3",,,,,,,,,,,,,,,,"1,2,5",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.7590333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Urology","Hamburg","da4b1f7b-b403-4ecd-b536-9f5eeb92db0d","Completed","2020-05-06T08:35:51.479313","2020-05-06T08:32:08.847252","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","2","3","1,3","2",,,,,,,,,,,"2","2",,,"1,5,7",,,,,,,"2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",3.7105333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
