"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q26","Q27","Q28","Q2","Q6","Q7-1","Q7-2","Q7-3","Q9","Q10","Q12-4","Q12-5","Q12-7","Q12-14","Q13-2","Q13-5","Q13-7","Q13-14","Q15-4","Q15-5","Q15-7","Q15-14","Q16-2","Q16-5","Q16-7","Q16-14","Q17","Q18","Q19","Q24","Q25","Q12-2","Q12-3","Q12-9","Q12-11","Q12-13","Q13-3","Q13-4","Q13-11","Q13-13","Q15-2","Q15-3","Q15-9","Q15-11","Q15-13","Q16-3","Q16-4","Q16-11","Q16-13","Q20","Q21-1","Q21-2","Q22-1","Q22-2","Q22-3","Q22-4","Q22-5","Q22-6","Q22-7","Q22-8","Q23","Q13-9","Q16-9","Q8","Q12-12","Q13-1","Q13-12","Q15-12","Q16-1","Q16-12","Q11-2","Q11-5","Q11-11","Q11-13","Q14-2","Q14-5","Q14-11","Q14-13","Q12-8","Q13-8","Q15-8","Q16-8","Q13-15","Q16-15","Q11-4","Q14-4","Q11-9","Q14-9","Q12-17","Q15-17","Q11-1","Q11-19","Q14-1","Q14-19","Q11-12","Q14-12","Q12-10","Q13-10","Q15-10","Q16-10","Q11-7","Q14-7","Q12-1","Q12-6","Q15-1","Q15-6","Q13-17","Q13-19","Q16-17","Q16-19","Q13-6","Q16-6","Q11-10","Q14-10","Q12-19","Q13-18","Q15-19","Q16-18","Q12-15","Q15-15","Q11-8","Q11-17","Q14-8","Q14-17","Q11-3","Q14-3","Q12-18","Q15-18","Q13-16","Q13-20","Q16-16","Q16-20","Q11-14","Q11-21","Q12-21","Q14-14","Q14-21","Q15-21","Q12-16","Q15-16","Q12-20","Q15-20","Q11-16","Q14-16","Q11-18","Q14-18","Q11-6","Q14-6","Q11-15","Q14-15","Q11-20","Q14-20","Q13-21","Q16-21","label","WAVE","pulseId","surveyTime","current_wave","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22"
"US","Ophthalmology","California","8662184b-5814-4637-a6d8-ae50b026893b","Completed","2020-04-21T05:04:47.394087","2020-04-21T04:47:48.074319","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","2","1","4","2","1","3,7,10","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",16.988666666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","General Practice (GP)","Florida","9756b8cd-4e02-46a2-8c1b-80d3d867b867","Completed","2020-04-20T19:35:46.235174","2020-04-20T19:33:15.803556","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","5","2","1","2","3","1,2,3","3","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.5071999999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Rheumatology","North Carolina","afbc59cb-cd98-4773-996c-5d59b71c49bb","Completed","2020-04-20T19:41:12.800664","2020-04-20T19:38:32.916248","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","1","1","4","2","3","2,5,10","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.664733333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Cardiology","Arizona","bd27bb1e-9db0-4ee8-852f-e5f5ee8dc05a","Completed","2020-04-20T19:28:01.237571","2020-04-20T19:24:28.355268","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","3","2","4","1",,"2,8,9","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.5480333333333336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Other Physicians","Tennessee","e3a3d708-0374-43e5-96f8-61651a14d889","Completed","2020-04-20T19:24:31.542653","2020-04-20T19:22:57.390044","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","2","3","4","2","3","1,7,10","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.5692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","General Surgery","Hawaii","3d65460b-f1f0-44e8-86c8-13ce255828f9","Completed","2020-04-20T19:46:18.820031","2020-04-20T19:45:15.463101","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","2","3","4","1",,"2,3,5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.05595,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","New York","bac99975-a7a5-4ce6-8cf1-4b6e0c214fa4","Completed","2020-04-20T20:25:12.526282","2020-04-20T20:22:10.064598","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","1","5","1","4","1",,"3,7,9","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.041033333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","General Practice (GP)","Maryland","8cc8702d-5d31-48f2-9ff0-33f772ea879c","Completed","2020-04-20T19:30:09.170151","2020-04-20T19:25:59.132987","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","6","2","1,2,3","2","1","1,2,3","0","2","2","7","6","4,5,7,14","2,5,7,14","2","2","3","6","2","2","6","6","2","2","6","6","3","4","6","6","2","1","3","2","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",4.1673,0,4,,,,"2","2",,"3",,,,,,,"6",,,,,,,,,,,,"2","2",,"6",,,,,,,"6",,,,,,,,
"US","Otolaryngology (ORL / ENT)","Arizona","c5dc190b-0d29-4dd6-b596-e64960a9750f","Completed","2020-04-20T22:14:34.037162","2020-04-20T22:10:58.467426","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","3","2","4","2","4","1,3,5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.592833333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Radiology - Nuclear Medicine","Tennessee","a2a21e91-717d-4b57-a233-35700cb90931","Completed","2020-04-20T21:38:20.746572","2020-04-20T21:35:46.33068","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","5","3","4","1",,"3,5,10","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.5736,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
